contrat_id,client_id,produit_id,type_produit,date_souscription,date_effet,date_echeance,prime_mensuelle,capital_assure,franchise,statut,mode_paiement,loaded_at
CTR_001396,CLI_000569,PROD_Auto_01,Auto,2024-12-21,2024-12-21,2028-11-30,85.21,25924.01,200,Actif,Carte,2026-02-15 18:34:21.240060
CTR_001397,CLI_000570,PROD_Vie_01,Vie,2024-07-27,2024-07-27,2027-07-12,392.75,156251.81,0,Actif,Virement,2026-02-15 18:34:21.240952
CTR_001398,CLI_000571,PROD_Santé_01,Santé,2024-07-16,2024-07-16,2028-06-25,163.26,0.0,0,Actif,Virement,2026-02-15 18:34:21.241587
CTR_001399,CLI_000571,PROD_Habitation_01,Habitation,2023-11-21,2023-11-21,2026-11-05,72.46,298660.97,1000,Résilié,Prélèvement,2026-02-15 18:34:21.241818
CTR_001400,CLI_000572,PROD_Santé_02,Santé,2024-12-29,2024-12-29,2028-12-08,87.01,0.0,0,Résilié,Virement,2026-02-15 18:34:21.242534
CTR_001401,CLI_000573,PROD_Santé_04,Santé,2024-05-03,2024-05-03,2029-04-07,127.64,0.0,0,Résilié,Virement,2026-02-15 18:34:21.243153
CTR_001402,CLI_000573,PROD_Habitation_04,Habitation,2024-09-05,2024-09-05,2027-08-21,90.84,228424.8,300,Actif,Carte,2026-02-15 18:34:21.243271
CTR_001403,CLI_000573,PROD_Épargne_02,Épargne,2024-08-18,2024-08-18,2029-07-23,330.03,10880.18,0,Résilié,Virement,2026-02-15 18:34:21.243463
CTR_001404,CLI_000573,PROD_Habitation_02,Habitation,2023-11-21,2023-11-21,2027-10-31,87.08,297824.61,1000,Actif,Virement,2026-02-15 18:34:21.243637
CTR_001405,CLI_000574,PROD_Vie_02,Vie,2024-11-15,2024-11-15,2029-10-20,184.45,136012.51,0,Actif,Virement,2026-02-15 18:34:21.244194
CTR_001406,CLI_000575,PROD_Santé_05,Santé,2022-12-11,2022-12-11,2027-11-15,166.13,0.0,0,Actif,Virement,2026-02-15 18:34:21.244750
CTR_001407,CLI_000575,PROD_Auto_05,Auto,2023-12-12,2023-12-12,2026-11-26,117.01,31311.82,300,Résilié,Virement,2026-02-15 18:34:21.244860
CTR_001408,CLI_000575,PROD_Auto_03,Auto,2022-12-20,2022-12-20,2027-11-24,35.63,17090.59,500,Résilié,Virement,2026-02-15 18:34:21.245006
CTR_001409,CLI_000576,PROD_Auto_01,Auto,2024-03-27,2024-03-27,2026-03-17,117.99,43156.13,1000,Actif,Prélèvement,2026-02-15 18:34:21.245514
CTR_001410,CLI_000576,PROD_Santé_04,Santé,2024-03-20,2024-03-20,2028-02-28,181.87,0.0,0,Actif,Virement,2026-02-15 18:34:21.245656
CTR_001411,CLI_000576,PROD_Épargne_02,Épargne,2023-12-18,2023-12-18,2024-12-12,228.04,24337.44,0,Actif,Carte,2026-02-15 18:34:21.245812
CTR_001412,CLI_000577,PROD_Habitation_04,Habitation,2024-05-18,2024-05-18,2029-04-22,50.68,159066.02,300,Actif,Virement,2026-02-15 18:34:21.246173
CTR_001413,CLI_000577,PROD_Auto_02,Auto,2024-01-04,2024-01-04,2027-12-14,147.61,39247.79,200,Actif,Prélèvement,2026-02-15 18:34:21.246275
CTR_001414,CLI_000577,PROD_Habitation_01,Habitation,2024-06-30,2024-06-30,2025-06-25,78.02,193591.32,500,Actif,Prélèvement,2026-02-15 18:34:21.246370
CTR_001415,CLI_000578,PROD_Vie_03,Vie,2024-12-23,2024-12-23,2028-12-02,401.52,228924.8,0,Actif,Prélèvement,2026-02-15 18:34:21.246862
CTR_001416,CLI_000579,PROD_Santé_05,Santé,2023-07-14,2023-07-14,2028-06-17,142.71,0.0,0,Résilié,Virement,2026-02-15 18:34:21.247327
CTR_001417,CLI_000579,PROD_Épargne_02,Épargne,2024-12-08,2024-12-08,2027-11-23,540.73,11231.85,0,Actif,Carte,2026-02-15 18:34:21.247442
CTR_001418,CLI_000580,PROD_Habitation_04,Habitation,2024-07-31,2024-07-31,2029-07-05,43.36,121724.17,300,Actif,Carte,2026-02-15 18:34:21.247757
CTR_001419,CLI_000580,PROD_Santé_02,Santé,2024-10-26,2024-10-26,2025-10-21,67.71,0.0,0,Actif,Carte,2026-02-15 18:34:21.247883
CTR_001420,CLI_000580,PROD_Vie_02,Vie,2023-10-28,2023-10-28,2027-10-07,342.36,216284.41,0,Résilié,Prélèvement,2026-02-15 18:34:21.248054
CTR_001421,CLI_000580,PROD_Vie_03,Vie,2023-08-15,2023-08-15,2027-07-25,460.28,94591.29,0,Actif,Prélèvement,2026-02-15 18:34:21.248230
CTR_001422,CLI_000581,PROD_Auto_01,Auto,2024-11-30,2024-11-30,2027-11-15,60.14,34358.94,200,Résilié,Virement,2026-02-15 18:34:21.248869
CTR_001423,CLI_000581,PROD_Épargne_01,Épargne,2024-08-28,2024-08-28,2026-08-18,567.63,59734.41,0,Actif,Virement,2026-02-15 18:34:21.249067
CTR_001424,CLI_000581,PROD_Santé_04,Santé,2024-09-17,2024-09-17,2027-09-02,68.96,0.0,0,Actif,Virement,2026-02-15 18:34:21.249190
CTR_001425,CLI_000582,PROD_Habitation_02,Habitation,2024-02-14,2024-02-14,2026-02-03,91.28,200076.75,1000,Actif,Virement,2026-02-15 18:34:21.249747
CTR_001426,CLI_000583,PROD_Vie_03,Vie,2023-11-04,2023-11-04,2026-10-19,476.07,497792.28,0,Actif,Prélèvement,2026-02-15 18:34:21.250218
CTR_001427,CLI_000583,PROD_Épargne_03,Épargne,2024-04-21,2024-04-21,2025-04-16,221.95,50665.13,0,Actif,Virement,2026-02-15 18:34:21.250354
CTR_001428,CLI_000584,PROD_Vie_04,Vie,2024-11-23,2024-11-23,2026-11-13,116.17,499583.5,0,Actif,Carte,2026-02-15 18:34:21.250787
CTR_001429,CLI_000584,PROD_Habitation_02,Habitation,2024-11-05,2024-11-05,2029-10-10,23.59,59095.26,500,Actif,Prélèvement,2026-02-15 18:34:21.250973
CTR_001430,CLI_000585,PROD_Habitation_03,Habitation,2023-12-23,2023-12-23,2024-12-17,22.87,93712.75,1000,Actif,Virement,2026-02-15 18:34:21.251540
CTR_001431,CLI_000586,PROD_Habitation_04,Habitation,2024-11-13,2024-11-13,2026-11-03,32.7,203739.2,500,Actif,Prélèvement,2026-02-15 18:34:21.252450
CTR_001432,CLI_000586,PROD_Épargne_04,Épargne,2023-03-11,2023-03-11,2025-02-28,403.75,17588.92,0,Résilié,Virement,2026-02-15 18:34:21.252687
CTR_001433,CLI_000586,PROD_Vie_01,Vie,2023-05-06,2023-05-06,2024-04-30,341.38,229515.21,0,Actif,Prélèvement,2026-02-15 18:34:21.252904
CTR_001434,CLI_000587,PROD_Habitation_01,Habitation,2024-06-15,2024-06-15,2026-06-05,37.55,82414.48,1000,Actif,Carte,2026-02-15 18:34:21.254277
CTR_001435,CLI_000588,PROD_Auto_02,Auto,2024-01-23,2024-01-23,2027-01-07,124.06,36691.38,1000,Actif,Prélèvement,2026-02-15 18:34:21.255113
CTR_001436,CLI_000589,PROD_Épargne_02,Épargne,2024-11-30,2024-11-30,2025-11-25,289.86,30789.44,0,Actif,Virement,2026-02-15 18:34:21.255828
CTR_001437,CLI_000590,PROD_Vie_04,Vie,2024-08-17,2024-08-17,2027-08-02,247.67,401455.47,0,Résilié,Virement,2026-02-15 18:34:21.256631
CTR_001438,CLI_000590,PROD_Santé_02,Santé,2024-09-08,2024-09-08,2028-08-18,143.19,0.0,0,Actif,Prélèvement,2026-02-15 18:34:21.256890
CTR_001439,CLI_000591,PROD_Épargne_01,Épargne,2024-11-15,2024-11-15,2025-11-10,761.17,49613.29,0,Actif,Virement,2026-02-15 18:34:21.258244
CTR_001440,CLI_000592,PROD_Santé_04,Santé,2024-11-04,2024-11-04,2029-10-09,151.65,0.0,0,Actif,Carte,2026-02-15 18:34:21.258856
CTR_001441,CLI_000593,PROD_Vie_05,Vie,2023-08-04,2023-08-04,2027-07-14,471.41,225060.31,0,Résilié,Virement,2026-02-15 18:34:21.259229
CTR_001442,CLI_000593,PROD_Santé_04,Santé,2024-01-18,2024-01-18,2027-01-02,86.96,0.0,0,Actif,Virement,2026-02-15 18:34:21.259362
CTR_001443,CLI_000594,PROD_Auto_03,Auto,2024-04-16,2024-04-16,2027-04-01,118.07,48010.22,500,Actif,Carte,2026-02-15 18:34:21.259780
CTR_001444,CLI_000595,PROD_Auto_05,Auto,2023-09-20,2023-09-20,2025-09-09,136.4,35498.45,500,Actif,Prélèvement,2026-02-15 18:34:21.260244
CTR_001445,CLI_000595,PROD_Auto_03,Auto,2024-07-21,2024-07-21,2029-06-25,119.67,44121.91,500,Actif,Carte,2026-02-15 18:34:21.260409
CTR_001446,CLI_000596,PROD_Auto_03,Auto,2023-09-13,2023-09-13,2026-08-28,103.61,14999.22,300,Actif,Virement,2026-02-15 18:34:21.260864
CTR_001447,CLI_000597,PROD_Santé_02,Santé,2024-10-08,2024-10-08,2025-10-03,108.21,0.0,0,Actif,Carte,2026-02-15 18:34:21.261310
CTR_001448,CLI_000597,PROD_Habitation_02,Habitation,2024-09-30,2024-09-30,2028-09-09,99.54,97186.46,1000,Actif,Virement,2026-02-15 18:34:21.261422
CTR_001449,CLI_000598,PROD_Habitation_01,Habitation,2023-11-13,2023-11-13,2026-10-28,60.0,238399.89,300,Actif,Prélèvement,2026-02-15 18:34:21.261743
CTR_001450,CLI_000599,PROD_Auto_04,Auto,2024-12-27,2024-12-27,2025-12-22,114.23,13832.41,500,Actif,Carte,2026-02-15 18:34:21.262122
CTR_001451,CLI_000599,PROD_Vie_05,Vie,2024-12-28,2024-12-28,2027-12-13,280.14,183666.54,0,Actif,Prélèvement,2026-02-15 18:34:21.262302
CTR_001452,CLI_000599,PROD_Épargne_04,Épargne,2024-12-29,2024-12-29,2025-12-24,531.94,84209.01,0,Résilié,Virement,2026-02-15 18:34:21.262482
CTR_001453,CLI_000599,PROD_Santé_01,Santé,2024-12-29,2024-12-29,2026-12-19,199.93,0.0,0,Actif,Prélèvement,2026-02-15 18:34:21.262660
CTR_001454,CLI_000600,PROD_Auto_03,Auto,2022-08-04,2022-08-04,2024-07-24,117.46,14060.52,1000,Actif,Prélèvement,2026-02-15 18:34:21.263072
CTR_001455,CLI_000600,PROD_Santé_03,Santé,2024-01-27,2024-01-27,2025-01-21,114.15,0.0,0,Résilié,Carte,2026-02-15 18:34:21.263175
CTR_001456,CLI_000600,PROD_Épargne_04,Épargne,2023-05-05,2023-05-05,2028-04-08,888.75,53501.23,0,Résilié,Prélèvement,2026-02-15 18:34:21.263268
CTR_001457,CLI_000600,PROD_Vie_05,Vie,2024-01-23,2024-01-23,2025-01-17,354.26,416212.51,0,Résilié,Virement,2026-02-15 18:34:21.263359
CTR_001458,CLI_000601,PROD_Santé_02,Santé,2024-08-29,2024-08-29,2028-08-08,182.41,0.0,0,Actif,Prélèvement,2026-02-15 18:34:21.263830
CTR_001459,CLI_000601,PROD_Auto_05,Auto,2024-08-10,2024-08-10,2025-08-05,146.82,12051.27,500,Résilié,Carte,2026-02-15 18:34:21.264051
CTR_001460,CLI_000601,PROD_Auto_02,Auto,2024-03-02,2024-03-02,2027-02-15,84.14,33878.31,500,Résilié,Carte,2026-02-15 18:34:21.264212
CTR_001461,CLI_000602,PROD_Santé_01,Santé,2024-12-28,2024-12-28,2027-12-13,91.21,0.0,0,Actif,Prélèvement,2026-02-15 18:34:21.264587
CTR_001462,CLI_000603,PROD_Épargne_04,Épargne,2024-05-30,2024-05-30,2027-05-15,614.1,86766.43,0,Actif,Prélèvement,2026-02-15 18:34:21.264940
CTR_001463,CLI_000603,PROD_Santé_01,Santé,2024-12-17,2024-12-17,2026-12-07,128.06,0.0,0,Résilié,Prélèvement,2026-02-15 18:34:21.265110
CTR_001464,CLI_000604,PROD_Santé_02,Santé,2023-04-23,2023-04-23,2024-04-17,151.06,0.0,0,Actif,Carte,2026-02-15 18:34:21.265591
CTR_001465,CLI_000604,PROD_Vie_02,Vie,2024-11-05,2024-11-05,2027-10-21,129.45,288184.43,0,Résilié,Carte,2026-02-15 18:34:21.265715
CTR_001466,CLI_000604,PROD_Habitation_01,Habitation,2024-08-27,2024-08-27,2027-08-12,87.23,238468.83,500,Actif,Virement,2026-02-15 18:34:21.265810
CTR_001467,CLI_000605,PROD_Épargne_05,Épargne,2024-11-03,2024-11-03,2026-10-24,440.16,78688.07,0,Actif,Prélèvement,2026-02-15 18:34:21.266218
CTR_001468,CLI_000605,PROD_Épargne_04,Épargne,2024-09-03,2024-09-03,2027-08-19,746.78,95933.34,0,Résilié,Virement,2026-02-15 18:34:21.266397
CTR_001469,CLI_000605,PROD_Auto_05,Auto,2024-11-16,2024-11-16,2027-11-01,76.13,32697.88,300,Actif,Prélèvement,2026-02-15 18:34:21.266577
CTR_001470,CLI_000606,PROD_Santé_02,Santé,2023-06-29,2023-06-29,2025-06-18,155.43,0.0,0,Actif,Carte,2026-02-15 18:34:21.267068
CTR_001471,CLI_000607,PROD_Santé_05,Santé,2024-03-25,2024-03-25,2027-03-10,187.6,0.0,0,Actif,Carte,2026-02-15 18:34:21.267489
CTR_001472,CLI_000607,PROD_Vie_04,Vie,2024-04-02,2024-04-02,2026-03-23,156.46,275270.92,0,Actif,Carte,2026-02-15 18:34:21.267677
CTR_001473,CLI_000608,PROD_Auto_04,Auto,2024-01-01,2024-01-01,2024-12-26,37.59,47233.41,200,Actif,Prélèvement,2026-02-15 18:34:21.268114
CTR_001474,CLI_000609,PROD_Épargne_04,Épargne,2024-04-10,2024-04-10,2028-03-20,275.34,96491.88,0,Actif,Virement,2026-02-15 18:34:21.269648
CTR_001475,CLI_000609,PROD_Santé_03,Santé,2024-06-09,2024-06-09,2026-05-30,198.32,0.0,0,Actif,Prélèvement,2026-02-15 18:34:21.270454
CTR_001476,CLI_000609,PROD_Habitation_04,Habitation,2024-08-01,2024-08-01,2027-07-17,49.03,264772.17,300,Résilié,Carte,2026-02-15 18:34:21.272221
CTR_001477,CLI_000610,PROD_Santé_03,Santé,2024-10-19,2024-10-19,2027-10-04,104.84,0.0,0,Actif,Virement,2026-02-15 18:34:21.273795
CTR_001478,CLI_000610,PROD_Santé_05,Santé,2024-03-10,2024-03-10,2025-03-05,71.61,0.0,0,Résilié,Carte,2026-02-15 18:34:21.274497
CTR_001479,CLI_000610,PROD_Épargne_01,Épargne,2024-10-08,2024-10-08,2026-09-28,273.37,42683.7,0,Résilié,Virement,2026-02-15 18:34:21.274835
CTR_001480,CLI_000611,PROD_Vie_05,Vie,2024-09-20,2024-09-20,2026-09-10,389.93,288175.22,0,Actif,Virement,2026-02-15 18:34:21.275846
CTR_001481,CLI_000612,PROD_Habitation_01,Habitation,2024-12-30,2024-12-30,2029-12-04,90.19,230072.07,300,Actif,Virement,2026-02-15 18:34:21.276579
CTR_001482,CLI_000612,PROD_Épargne_01,Épargne,2024-12-30,2024-12-30,2029-12-04,485.1,47443.99,0,Actif,Prélèvement,2026-02-15 18:34:21.276780
CTR_001483,CLI_000612,PROD_Épargne_02,Épargne,2024-12-30,2024-12-30,2029-12-04,840.3,10619.35,0,Résilié,Prélèvement,2026-02-15 18:34:21.276913
CTR_001484,CLI_000613,PROD_Habitation_04,Habitation,2024-09-19,2024-09-19,2025-09-14,79.89,136820.8,500,Résilié,Prélèvement,2026-02-15 18:34:21.277420
CTR_001485,CLI_000614,PROD_Épargne_01,Épargne,2024-12-17,2024-12-17,2025-12-12,386.53,90829.6,0,Actif,Prélèvement,2026-02-15 18:34:21.277925
CTR_001486,CLI_000615,PROD_Auto_05,Auto,2024-03-07,2024-03-07,2026-02-25,128.99,29685.47,500,Actif,Prélèvement,2026-02-15 18:34:21.278306
CTR_001487,CLI_000615,PROD_Vie_02,Vie,2024-12-04,2024-12-04,2029-11-08,311.24,316591.82,0,Actif,Carte,2026-02-15 18:34:21.278414
CTR_001488,CLI_000615,PROD_Habitation_02,Habitation,2023-07-16,2023-07-16,2025-07-05,32.65,94967.17,1000,Actif,Carte,2026-02-15 18:34:21.278531
CTR_001489,CLI_000615,PROD_Auto_05,Auto,2023-07-28,2023-07-28,2028-07-01,104.78,35289.08,500,Actif,Virement,2026-02-15 18:34:21.278691
CTR_001490,CLI_000616,PROD_Vie_05,Vie,2024-06-04,2024-06-04,2026-05-25,235.51,279868.67,0,Actif,Carte,2026-02-15 18:34:21.279195
CTR_001491,CLI_000616,PROD_Vie_05,Vie,2024-07-15,2024-07-15,2026-07-05,115.07,468151.14,0,Résilié,Carte,2026-02-15 18:34:21.279312
CTR_001492,CLI_000617,PROD_Auto_03,Auto,2024-02-10,2024-02-10,2025-02-04,119.03,43452.78,500,Actif,Virement,2026-02-15 18:34:21.279719
CTR_001493,CLI_000618,PROD_Habitation_05,Habitation,2024-11-28,2024-11-28,2025-11-23,70.5,230301.35,500,Actif,Prélèvement,2026-02-15 18:34:21.280319
CTR_001494,CLI_000619,PROD_Santé_03,Santé,2024-03-02,2024-03-02,2028-02-10,82.6,0.0,0,Actif,Prélèvement,2026-02-15 18:34:21.280881
CTR_001495,CLI_000619,PROD_Vie_04,Vie,2024-07-22,2024-07-22,2028-07-01,480.74,396438.88,0,Actif,Prélèvement,2026-02-15 18:34:21.281083
CTR_001496,CLI_000619,PROD_Santé_01,Santé,2024-12-11,2024-12-11,2028-11-20,121.2,0.0,0,Actif,Virement,2026-02-15 18:34:21.281249
CTR_001497,CLI_000619,PROD_Vie_03,Vie,2024-04-22,2024-04-22,2025-04-17,190.1,456503.81,0,Actif,Carte,2026-02-15 18:34:21.281371
CTR_001498,CLI_000620,PROD_Santé_03,Santé,2024-06-26,2024-06-26,2025-06-21,146.62,0.0,0,Résilié,Carte,2026-02-15 18:34:21.281906
CTR_001499,CLI_000620,PROD_Vie_01,Vie,2024-08-10,2024-08-10,2028-07-20,215.13,348576.48,0,Actif,Virement,2026-02-15 18:34:21.282132
CTR_001500,CLI_000621,PROD_Épargne_01,Épargne,2024-10-17,2024-10-17,2026-10-07,711.39,60926.81,0,Actif,Prélèvement,2026-02-15 18:34:21.282613
CTR_001501,CLI_000621,PROD_Épargne_02,Épargne,2024-07-11,2024-07-11,2025-07-06,469.85,63049.02,0,Résilié,Virement,2026-02-15 18:34:21.282790
CTR_001502,CLI_000621,PROD_Habitation_02,Habitation,2024-06-19,2024-06-19,2028-05-29,90.63,256696.32,300,Actif,Virement,2026-02-15 18:34:21.282932
CTR_001503,CLI_000621,PROD_Santé_05,Santé,2024-06-15,2024-06-15,2025-06-10,104.08,0.0,0,Actif,Carte,2026-02-15 18:34:21.283050
CTR_001504,CLI_000622,PROD_Épargne_04,Épargne,2024-10-01,2024-10-01,2025-09-26,304.75,94189.7,0,Actif,Virement,2026-02-15 18:34:21.283539
CTR_001505,CLI_000623,PROD_Vie_02,Vie,2024-09-04,2024-09-04,2029-08-09,387.58,152716.4,0,Résilié,Prélèvement,2026-02-15 18:34:21.284056
CTR_001506,CLI_000623,PROD_Vie_04,Vie,2023-12-04,2023-12-04,2027-11-13,330.5,433649.71,0,Actif,Prélèvement,2026-02-15 18:34:21.284200
CTR_001507,CLI_000623,PROD_Habitation_01,Habitation,2023-05-23,2023-05-23,2028-04-26,94.22,217010.22,500,Actif,Carte,2026-02-15 18:34:21.284303
CTR_001508,CLI_000624,PROD_Vie_01,Vie,2024-10-26,2024-10-26,2026-10-16,359.05,209982.46,0,Actif,Carte,2026-02-15 18:34:21.286078
CTR_001509,CLI_000624,PROD_Épargne_01,Épargne,2024-07-10,2024-07-10,2027-06-25,172.9,56371.69,0,Actif,Carte,2026-02-15 18:34:21.286665
CTR_001510,CLI_000624,PROD_Vie_02,Vie,2024-08-13,2024-08-13,2026-08-03,363.2,495830.74,0,Résilié,Prélèvement,2026-02-15 18:34:21.287780
CTR_001511,CLI_000625,PROD_Vie_05,Vie,2024-11-22,2024-11-22,2029-10-27,244.24,237448.1,0,Actif,Carte,2026-02-15 18:34:21.289566
CTR_001512,CLI_000625,PROD_Épargne_05,Épargne,2024-11-18,2024-11-18,2026-11-08,950.86,22131.65,0,Actif,Prélèvement,2026-02-15 18:34:21.289944
CTR_001513,CLI_000625,PROD_Habitation_05,Habitation,2024-09-10,2024-09-10,2028-08-20,30.39,64285.04,500,Actif,Prélèvement,2026-02-15 18:34:21.290336
CTR_001514,CLI_000626,PROD_Épargne_04,Épargne,2024-09-22,2024-09-22,2027-09-07,795.9,29557.13,0,Actif,Prélèvement,2026-02-15 18:34:21.291358
CTR_001515,CLI_000626,PROD_Santé_05,Santé,2024-08-25,2024-08-25,2025-08-20,123.06,0.0,0,Actif,Carte,2026-02-15 18:34:21.291606
CTR_001516,CLI_000626,PROD_Épargne_03,Épargne,2024-08-16,2024-08-16,2025-08-11,277.71,73094.25,0,Actif,Carte,2026-02-15 18:34:21.291804
CTR_001517,CLI_000627,PROD_Épargne_02,Épargne,2024-10-23,2024-10-23,2028-10-02,827.64,82008.32,0,Actif,Prélèvement,2026-02-15 18:34:21.292535
CTR_001518,CLI_000627,PROD_Santé_03,Santé,2024-10-31,2024-10-31,2029-10-05,106.63,0.0,0,Résilié,Virement,2026-02-15 18:34:21.292743
CTR_001519,CLI_000627,PROD_Vie_05,Vie,2024-11-21,2024-11-21,2026-11-11,411.15,122690.94,0,Résilié,Carte,2026-02-15 18:34:21.292904
CTR_001520,CLI_000628,PROD_Santé_02,Santé,2024-05-06,2024-05-06,2028-04-15,185.31,0.0,0,Actif,Virement,2026-02-15 18:34:21.293385
CTR_001521,CLI_000629,PROD_Vie_02,Vie,2023-03-20,2023-03-20,2027-02-27,205.47,345203.11,0,Actif,Carte,2026-02-15 18:34:21.293822
CTR_001522,CLI_000629,PROD_Auto_04,Auto,2024-12-03,2024-12-03,2029-11-07,106.68,32419.08,300,Actif,Carte,2026-02-15 18:34:21.294012
CTR_001523,CLI_000629,PROD_Vie_01,Vie,2024-08-04,2024-08-04,2028-07-14,396.93,383974.6,0,Actif,Carte,2026-02-15 18:34:21.294190
CTR_001524,CLI_000630,PROD_Vie_02,Vie,2024-11-28,2024-11-28,2025-11-23,307.59,248216.89,0,Résilié,Prélèvement,2026-02-15 18:34:21.294735
CTR_001525,CLI_000631,PROD_Habitation_05,Habitation,2024-10-14,2024-10-14,2029-09-18,34.87,142105.52,300,Actif,Prélèvement,2026-02-15 18:34:21.295166
CTR_001526,CLI_000631,PROD_Santé_05,Santé,2023-10-01,2023-10-01,2027-09-10,189.19,0.0,0,Résilié,Prélèvement,2026-02-15 18:34:21.295271
CTR_001527,CLI_000631,PROD_Épargne_05,Épargne,2024-12-05,2024-12-05,2029-11-09,436.58,59265.79,0,Résilié,Virement,2026-02-15 18:34:21.295417
CTR_001528,CLI_000632,PROD_Santé_01,Santé,2024-12-02,2024-12-02,2027-11-17,182.02,0.0,0,Actif,Virement,2026-02-15 18:34:21.295945
CTR_001529,CLI_000633,PROD_Auto_01,Auto,2024-09-24,2024-09-24,2027-09-09,92.25,39556.06,1000,Actif,Virement,2026-02-15 18:34:21.296330
CTR_001530,CLI_000634,PROD_Santé_05,Santé,2023-12-15,2023-12-15,2027-11-24,123.51,0.0,0,Actif,Virement,2026-02-15 18:34:21.296630
CTR_001531,CLI_000634,PROD_Épargne_01,Épargne,2024-05-20,2024-05-20,2027-05-05,382.83,14985.99,0,Résilié,Prélèvement,2026-02-15 18:34:21.296736
CTR_001532,CLI_000634,PROD_Habitation_02,Habitation,2023-03-06,2023-03-06,2025-02-23,71.74,259995.91,1000,Actif,Virement,2026-02-15 18:34:21.296834
CTR_001533,CLI_000635,PROD_Épargne_05,Épargne,2024-03-30,2024-03-30,2027-03-15,111.2,15348.07,0,Actif,Prélèvement,2026-02-15 18:34:21.297287
CTR_001534,CLI_000635,PROD_Auto_03,Auto,2023-09-22,2023-09-22,2027-09-01,133.38,30920.35,500,Actif,Virement,2026-02-15 18:34:21.297473
CTR_001535,CLI_000636,PROD_Santé_04,Santé,2023-03-25,2023-03-25,2024-03-19,83.46,0.0,0,Actif,Virement,2026-02-15 18:34:21.297921
CTR_001536,CLI_000636,PROD_Habitation_03,Habitation,2023-10-13,2023-10-13,2024-10-07,89.69,269690.82,1000,Actif,Prélèvement,2026-02-15 18:34:21.298032
CTR_001537,CLI_000637,PROD_Auto_02,Auto,2024-09-04,2024-09-04,2025-08-30,78.51,41283.83,300,Résilié,Prélèvement,2026-02-15 18:34:21.298357
CTR_001538,CLI_000637,PROD_Habitation_02,Habitation,2024-11-08,2024-11-08,2028-10-18,52.06,165314.76,1000,Résilié,Virement,2026-02-15 18:34:21.298530
CTR_001539,CLI_000637,PROD_Santé_04,Santé,2024-08-27,2024-08-27,2027-08-12,111.85,0.0,0,Actif,Prélèvement,2026-02-15 18:34:21.298699
CTR_001540,CLI_000638,PROD_Santé_05,Santé,2024-12-22,2024-12-22,2025-12-17,105.39,0.0,0,Actif,Virement,2026-02-15 18:34:21.299185
CTR_001541,CLI_000638,PROD_Santé_05,Santé,2024-11-19,2024-11-19,2029-10-24,73.74,0.0,0,Actif,Prélèvement,2026-02-15 18:34:21.299292
CTR_001542,CLI_000639,PROD_Habitation_04,Habitation,2024-10-30,2024-10-30,2028-10-09,74.76,141612.11,1000,Actif,Virement,2026-02-15 18:34:21.299630
CTR_001543,CLI_000639,PROD_Santé_03,Santé,2024-03-27,2024-03-27,2029-03-01,134.93,0.0,0,Actif,Carte,2026-02-15 18:34:21.299739
CTR_001544,CLI_000639,PROD_Santé_01,Santé,2024-08-24,2024-08-24,2025-08-19,60.45,0.0,0,Actif,Carte,2026-02-15 18:34:21.299935
CTR_001545,CLI_000639,PROD_Épargne_03,Épargne,2024-10-04,2024-10-04,2026-09-24,620.1,99042.39,0,Actif,Virement,2026-02-15 18:34:21.300106
CTR_001546,CLI_000640,PROD_Habitation_05,Habitation,2024-11-22,2024-11-22,2028-11-01,26.5,248676.09,1000,Actif,Carte,2026-02-15 18:34:21.300592
CTR_001547,CLI_000641,PROD_Épargne_03,Épargne,2024-06-15,2024-06-15,2027-05-31,537.46,42482.41,0,Actif,Prélèvement,2026-02-15 18:34:21.300910
CTR_001548,CLI_000641,PROD_Vie_05,Vie,2024-10-01,2024-10-01,2029-09-05,400.4,84163.44,0,Actif,Prélèvement,2026-02-15 18:34:21.301012
CTR_001549,CLI_000641,PROD_Épargne_02,Épargne,2024-07-03,2024-07-03,2026-06-23,656.12,94355.65,0,Actif,Carte,2026-02-15 18:34:21.301228
CTR_001550,CLI_000641,PROD_Auto_04,Auto,2024-12-14,2024-12-14,2026-12-04,131.3,13708.63,200,Actif,Virement,2026-02-15 18:34:21.301400
CTR_001551,CLI_000642,PROD_Épargne_01,Épargne,2023-04-22,2023-04-22,2024-04-16,888.66,98944.61,0,Résilié,Carte,2026-02-15 18:34:21.301952
CTR_001552,CLI_000642,PROD_Habitation_01,Habitation,2023-02-08,2023-02-08,2028-01-13,97.69,267370.96,500,Résilié,Virement,2026-02-15 18:34:21.302148
CTR_001553,CLI_000642,PROD_Auto_04,Auto,2024-07-25,2024-07-25,2027-07-10,145.06,38105.51,1000,Actif,Carte,2026-02-15 18:34:21.302348
CTR_001554,CLI_000643,PROD_Auto_04,Auto,2023-12-29,2023-12-29,2025-12-18,44.39,29137.7,1000,Actif,Virement,2026-02-15 18:34:21.303310
CTR_001555,CLI_000643,PROD_Santé_02,Santé,2024-03-05,2024-03-05,2029-02-07,98.63,0.0,0,Actif,Virement,2026-02-15 18:34:21.304781
CTR_001556,CLI_000643,PROD_Vie_04,Vie,2023-05-25,2023-05-25,2028-04-28,133.1,95435.17,0,Actif,Carte,2026-02-15 18:34:21.305097
CTR_001557,CLI_000643,PROD_Habitation_04,Habitation,2024-11-29,2024-11-29,2028-11-08,87.31,267456.58,300,Actif,Carte,2026-02-15 18:34:21.305855
