prime_id,contrat_id,date_echeance,montant_prime,date_paiement,statut_paiement,loaded_at
PRM_00035285,CTR_003790,2024-12-09,311.97,2024-12-10,Payé,2026-02-15 18:34:35.957018
PRM_00035286,CTR_003791,2024-11-15,141.9,2024-11-16,Payé,2026-02-15 18:34:35.957455
PRM_00035287,CTR_003791,2024-12-15,141.9,2024-12-18,Payé,2026-02-15 18:34:35.957499
PRM_00035288,CTR_003792,2024-10-06,127.62,2024-10-11,Payé,2026-02-15 18:34:35.957862
PRM_00035289,CTR_003792,2024-11-05,127.62,2024-11-07,Payé,2026-02-15 18:34:35.957910
PRM_00035290,CTR_003792,2024-12-05,127.62,2024-12-09,Payé,2026-02-15 18:34:35.957956
PRM_00035291,CTR_003793,2024-05-06,67.42,2024-05-06,Payé,2026-02-15 18:34:35.958363
PRM_00035292,CTR_003793,2024-06-05,67.42,2024-06-10,Payé,2026-02-15 18:34:35.958414
PRM_00035293,CTR_003793,2024-07-05,67.42,2024-07-10,Payé,2026-02-15 18:34:35.958459
PRM_00035294,CTR_003793,2024-08-04,67.42,2024-08-08,Payé,2026-02-15 18:34:35.958502
PRM_00035295,CTR_003793,2024-09-03,67.42,2024-09-07,Payé,2026-02-15 18:34:35.958546
PRM_00035296,CTR_003793,2024-10-03,67.42,2024-10-07,Payé,2026-02-15 18:34:35.958589
PRM_00035297,CTR_003793,2024-11-02,67.42,2024-11-03,Payé,2026-02-15 18:34:35.958633
PRM_00035298,CTR_003793,2024-12-02,67.42,2024-12-06,Payé,2026-02-15 18:34:35.958678
PRM_00035299,CTR_003794,2024-10-18,187.6,2024-10-22,Payé,2026-02-15 18:34:35.959008
PRM_00035300,CTR_003794,2024-11-17,187.6,2024-11-19,Payé,2026-02-15 18:34:35.959034
PRM_00035301,CTR_003794,2024-12-17,187.6,2024-12-20,Payé,2026-02-15 18:34:35.959056
PRM_00035302,CTR_003795,2022-08-11,64.77,2022-08-12,Payé,2026-02-15 18:34:35.959297
PRM_00035303,CTR_003795,2022-09-10,64.77,2022-09-10,Payé,2026-02-15 18:34:35.959323
PRM_00035304,CTR_003795,2022-10-10,64.77,2022-10-14,Payé,2026-02-15 18:34:35.959345
PRM_00035305,CTR_003795,2022-11-09,64.77,2022-11-11,Payé,2026-02-15 18:34:35.959366
PRM_00035306,CTR_003795,2022-12-09,64.77,2022-12-14,Payé,2026-02-15 18:34:35.959387
PRM_00035307,CTR_003795,2023-01-08,64.77,2023-01-13,Payé,2026-02-15 18:34:35.959417
PRM_00035308,CTR_003795,2023-02-07,64.77,2023-02-11,Payé,2026-02-15 18:34:35.959459
PRM_00035309,CTR_003795,2023-03-09,64.77,2023-03-13,Payé,2026-02-15 18:34:35.959501
PRM_00035310,CTR_003795,2023-04-08,64.77,2023-04-10,Payé,2026-02-15 18:34:35.959544
PRM_00035311,CTR_003795,2023-05-08,64.77,2023-05-09,Payé,2026-02-15 18:34:35.959583
PRM_00035312,CTR_003795,2023-06-07,64.77,2023-06-12,Payé,2026-02-15 18:34:35.959626
PRM_00035313,CTR_003795,2023-07-07,64.77,2023-07-07,Payé,2026-02-15 18:34:35.959666
PRM_00035314,CTR_003795,2023-08-06,64.77,2023-08-07,Payé,2026-02-15 18:34:35.959711
PRM_00035315,CTR_003795,2023-09-05,64.77,2023-09-06,Payé,2026-02-15 18:34:35.959754
PRM_00035316,CTR_003795,2023-10-05,64.77,2023-10-05,Payé,2026-02-15 18:34:35.959798
PRM_00035317,CTR_003795,2023-11-04,64.77,2023-11-09,Payé,2026-02-15 18:34:35.959832
PRM_00035318,CTR_003795,2023-12-04,64.77,2023-12-07,Payé,2026-02-15 18:34:35.959854
PRM_00035319,CTR_003795,2024-01-03,64.77,2024-01-06,Payé,2026-02-15 18:34:35.959874
PRM_00035320,CTR_003795,2024-02-02,64.77,,Impayé,2026-02-15 18:34:35.959892
PRM_00035321,CTR_003795,2024-03-03,64.77,2024-03-05,Payé,2026-02-15 18:34:35.959913
PRM_00035322,CTR_003795,2024-04-02,64.77,2024-04-02,Payé,2026-02-15 18:34:35.959934
PRM_00035323,CTR_003795,2024-05-02,64.77,2024-05-05,Payé,2026-02-15 18:34:35.959955
PRM_00035324,CTR_003795,2024-06-01,64.77,2024-06-07,Retard,2026-02-15 18:34:35.959975
PRM_00035325,CTR_003795,2024-07-01,64.77,2024-07-04,Payé,2026-02-15 18:34:35.959996
PRM_00035326,CTR_003795,2024-07-31,64.77,2024-08-05,Payé,2026-02-15 18:34:35.960028
PRM_00035327,CTR_003796,2023-02-28,194.32,2023-03-15,Retard,2026-02-15 18:34:35.960391
PRM_00035328,CTR_003796,2023-03-30,194.32,2023-04-03,Payé,2026-02-15 18:34:35.960438
PRM_00035329,CTR_003796,2023-04-29,194.32,2023-05-04,Payé,2026-02-15 18:34:35.960480
PRM_00035330,CTR_003796,2023-05-29,194.32,2023-05-30,Payé,2026-02-15 18:34:35.960522
PRM_00035331,CTR_003796,2023-06-28,194.32,2023-06-30,Payé,2026-02-15 18:34:35.960562
PRM_00035332,CTR_003796,2023-07-28,194.32,2023-07-29,Payé,2026-02-15 18:34:35.960600
PRM_00035333,CTR_003796,2023-08-27,194.32,2023-08-29,Payé,2026-02-15 18:34:35.960642
PRM_00035334,CTR_003796,2023-09-26,194.32,2023-10-01,Payé,2026-02-15 18:34:35.960681
PRM_00035335,CTR_003796,2023-10-26,194.32,2023-10-31,Payé,2026-02-15 18:34:35.960722
PRM_00035336,CTR_003796,2023-11-25,194.32,2023-11-28,Payé,2026-02-15 18:34:35.960762
PRM_00035337,CTR_003796,2023-12-25,194.32,2023-12-27,Payé,2026-02-15 18:34:35.960803
PRM_00035338,CTR_003796,2024-01-24,194.32,2024-01-24,Payé,2026-02-15 18:34:35.960845
PRM_00035339,CTR_003796,2024-02-23,194.32,2024-02-28,Payé,2026-02-15 18:34:35.960873
PRM_00035340,CTR_003797,2022-10-27,105.84,2022-10-30,Payé,2026-02-15 18:34:35.961140
PRM_00035341,CTR_003797,2022-11-26,105.84,2022-11-28,Payé,2026-02-15 18:34:35.961171
PRM_00035342,CTR_003797,2022-12-26,105.84,2022-12-28,Payé,2026-02-15 18:34:35.961207
PRM_00035343,CTR_003797,2023-01-25,105.84,2023-01-29,Payé,2026-02-15 18:34:35.961247
PRM_00035344,CTR_003797,2023-02-24,105.84,2023-02-25,Payé,2026-02-15 18:34:35.961288
PRM_00035345,CTR_003797,2023-03-26,105.84,2023-03-27,Payé,2026-02-15 18:34:35.961332
PRM_00035346,CTR_003797,2023-04-25,105.84,2023-04-25,Payé,2026-02-15 18:34:35.961368
PRM_00035347,CTR_003797,2023-05-25,105.84,2023-05-28,Payé,2026-02-15 18:34:35.961390
PRM_00035348,CTR_003797,2023-06-24,105.84,2023-07-23,Retard,2026-02-15 18:34:35.961412
PRM_00035349,CTR_003797,2023-07-24,105.84,2023-07-24,Payé,2026-02-15 18:34:35.961441
PRM_00035350,CTR_003797,2023-08-23,105.84,2023-08-25,Payé,2026-02-15 18:34:35.961482
PRM_00035351,CTR_003797,2023-09-22,105.84,2023-09-25,Payé,2026-02-15 18:34:35.961522
PRM_00035352,CTR_003797,2023-10-22,105.84,2023-10-23,Payé,2026-02-15 18:34:35.961564
PRM_00035353,CTR_003797,2023-11-21,105.84,2023-11-24,Payé,2026-02-15 18:34:35.961607
PRM_00035354,CTR_003797,2023-12-21,105.84,2023-12-21,Payé,2026-02-15 18:34:35.961647
PRM_00035355,CTR_003797,2024-01-20,105.84,2024-01-23,Payé,2026-02-15 18:34:35.961688
PRM_00035356,CTR_003797,2024-02-19,105.84,2024-02-22,Payé,2026-02-15 18:34:35.961728
PRM_00035357,CTR_003797,2024-03-20,105.84,2024-03-22,Payé,2026-02-15 18:34:35.961771
PRM_00035358,CTR_003797,2024-04-19,105.84,2024-04-19,Payé,2026-02-15 18:34:35.961810
PRM_00035359,CTR_003797,2024-05-19,105.84,2024-05-21,Payé,2026-02-15 18:34:35.961833
PRM_00035360,CTR_003797,2024-06-18,105.84,2024-06-21,Payé,2026-02-15 18:34:35.961854
PRM_00035361,CTR_003797,2024-07-18,105.84,2024-07-23,Payé,2026-02-15 18:34:35.961875
PRM_00035362,CTR_003797,2024-08-17,105.84,2024-08-21,Payé,2026-02-15 18:34:35.961897
PRM_00035363,CTR_003797,2024-09-16,105.84,2024-09-16,Payé,2026-02-15 18:34:35.961917
PRM_00035364,CTR_003797,2024-10-16,105.84,2024-10-16,Payé,2026-02-15 18:34:35.961938
PRM_00035365,CTR_003797,2024-11-15,105.84,2024-11-18,Payé,2026-02-15 18:34:35.961959
PRM_00035366,CTR_003797,2024-12-15,105.84,2024-12-17,Payé,2026-02-15 18:34:35.961980
PRM_00035367,CTR_003798,2022-09-19,224.62,2022-09-20,Payé,2026-02-15 18:34:35.962330
PRM_00035368,CTR_003798,2022-10-19,224.62,2022-10-19,Payé,2026-02-15 18:34:35.962381
PRM_00035369,CTR_003798,2022-11-18,224.62,2022-11-20,Payé,2026-02-15 18:34:35.962425
PRM_00035370,CTR_003798,2022-12-18,224.62,2022-12-21,Payé,2026-02-15 18:34:35.962467
PRM_00035371,CTR_003798,2023-01-17,224.62,2023-01-20,Payé,2026-02-15 18:34:35.962511
PRM_00035372,CTR_003798,2023-02-16,224.62,2023-02-19,Payé,2026-02-15 18:34:35.962541
PRM_00035373,CTR_003798,2023-03-18,224.62,2023-03-31,Retard,2026-02-15 18:34:35.962563
PRM_00035374,CTR_003798,2023-04-17,224.62,2023-04-20,Payé,2026-02-15 18:34:35.962585
PRM_00035375,CTR_003798,2023-05-17,224.62,2023-05-22,Payé,2026-02-15 18:34:35.962606
PRM_00035376,CTR_003798,2023-06-16,224.62,2023-06-18,Payé,2026-02-15 18:34:35.962627
PRM_00035377,CTR_003798,2023-07-16,224.62,2023-07-18,Payé,2026-02-15 18:34:35.962648
PRM_00035378,CTR_003798,2023-08-15,224.62,2023-08-18,Payé,2026-02-15 18:34:35.962668
PRM_00035379,CTR_003798,2023-09-14,224.62,2023-09-19,Payé,2026-02-15 18:34:35.962689
PRM_00035380,CTR_003798,2023-10-14,224.62,2023-10-16,Payé,2026-02-15 18:34:35.962709
PRM_00035381,CTR_003798,2023-11-13,224.62,2023-11-24,Retard,2026-02-15 18:34:35.962730
PRM_00035382,CTR_003798,2023-12-13,224.62,2023-12-14,Payé,2026-02-15 18:34:35.962750
PRM_00035383,CTR_003798,2024-01-12,224.62,2024-01-12,Payé,2026-02-15 18:34:35.962771
PRM_00035384,CTR_003798,2024-02-11,224.62,2024-02-11,Payé,2026-02-15 18:34:35.962792
PRM_00035385,CTR_003798,2024-03-12,224.62,2024-03-14,Payé,2026-02-15 18:34:35.962814
PRM_00035386,CTR_003798,2024-04-11,224.62,2024-04-11,Payé,2026-02-15 18:34:35.962834
PRM_00035387,CTR_003798,2024-05-11,224.62,2024-05-15,Payé,2026-02-15 18:34:35.962872
PRM_00035388,CTR_003798,2024-06-10,224.62,2024-06-13,Payé,2026-02-15 18:34:35.962914
PRM_00035389,CTR_003798,2024-07-10,224.62,2024-07-15,Payé,2026-02-15 18:34:35.962958
PRM_00035390,CTR_003798,2024-08-09,224.62,2024-08-09,Payé,2026-02-15 18:34:35.962998
PRM_00035391,CTR_003798,2024-09-08,224.62,2024-09-10,Payé,2026-02-15 18:34:35.963042
PRM_00035392,CTR_003799,2024-04-26,654.16,2024-05-01,Payé,2026-02-15 18:34:35.963374
PRM_00035393,CTR_003799,2024-05-26,654.16,2024-05-29,Payé,2026-02-15 18:34:35.963426
PRM_00035394,CTR_003799,2024-06-25,654.16,2024-06-29,Payé,2026-02-15 18:34:35.963470
PRM_00035395,CTR_003799,2024-07-25,654.16,2024-07-29,Payé,2026-02-15 18:34:35.963512
PRM_00035396,CTR_003799,2024-08-24,654.16,2024-08-25,Payé,2026-02-15 18:34:35.963557
PRM_00035397,CTR_003799,2024-09-23,654.16,2024-09-23,Payé,2026-02-15 18:34:35.963592
PRM_00035398,CTR_003799,2024-10-23,654.16,,Impayé,2026-02-15 18:34:35.963624
PRM_00035399,CTR_003799,2024-11-22,654.16,2024-11-23,Payé,2026-02-15 18:34:35.963665
PRM_00035400,CTR_003799,2024-12-22,654.16,2025-01-11,Retard,2026-02-15 18:34:35.963708
PRM_00035401,CTR_003800,2023-06-09,47.55,2023-06-11,Payé,2026-02-15 18:34:35.964044
PRM_00035402,CTR_003800,2023-07-09,47.55,2023-07-12,Payé,2026-02-15 18:34:35.964078
PRM_00035403,CTR_003800,2023-08-08,47.55,2023-08-11,Payé,2026-02-15 18:34:35.964102
PRM_00035404,CTR_003800,2023-09-07,47.55,2023-09-09,Payé,2026-02-15 18:34:35.964142
PRM_00035405,CTR_003800,2023-10-07,47.55,2023-10-07,Payé,2026-02-15 18:34:35.964185
PRM_00035406,CTR_003800,2023-11-06,47.55,2023-11-10,Payé,2026-02-15 18:34:35.964252
PRM_00035407,CTR_003800,2023-12-06,47.55,2023-12-08,Payé,2026-02-15 18:34:35.964281
PRM_00035408,CTR_003800,2024-01-05,47.55,2024-01-05,Payé,2026-02-15 18:34:35.964302
PRM_00035409,CTR_003800,2024-02-04,47.55,2024-02-06,Payé,2026-02-15 18:34:35.964325
PRM_00035410,CTR_003800,2024-03-05,47.55,2024-03-08,Payé,2026-02-15 18:34:35.964363
PRM_00035411,CTR_003800,2024-04-04,47.55,2024-04-06,Payé,2026-02-15 18:34:35.964403
PRM_00035412,CTR_003800,2024-05-04,47.55,2024-05-04,Payé,2026-02-15 18:34:35.964443
PRM_00035413,CTR_003800,2024-06-03,47.55,2024-06-05,Payé,2026-02-15 18:34:35.964484
PRM_00035414,CTR_003800,2024-07-03,47.55,2024-07-08,Payé,2026-02-15 18:34:35.964524
PRM_00035415,CTR_003800,2024-08-02,47.55,2024-08-04,Payé,2026-02-15 18:34:35.964566
PRM_00035416,CTR_003800,2024-09-01,47.55,2024-09-02,Payé,2026-02-15 18:34:35.964609
PRM_00035417,CTR_003800,2024-10-01,47.55,2024-10-06,Payé,2026-02-15 18:34:35.964649
PRM_00035418,CTR_003800,2024-10-31,47.55,2024-11-02,Payé,2026-02-15 18:34:35.964690
PRM_00035419,CTR_003800,2024-11-30,47.55,2024-12-01,Payé,2026-02-15 18:34:35.964731
PRM_00035420,CTR_003800,2024-12-30,47.55,2025-01-03,Payé,2026-02-15 18:34:35.964775
PRM_00035421,CTR_003801,2024-11-12,23.92,2024-11-14,Payé,2026-02-15 18:34:35.965109
PRM_00035422,CTR_003801,2024-12-12,23.92,2024-12-14,Payé,2026-02-15 18:34:35.965135
PRM_00035423,CTR_003802,2024-12-04,44.27,2024-12-09,Payé,2026-02-15 18:34:35.965435
PRM_00035424,CTR_003803,2024-05-09,179.17,2024-05-11,Payé,2026-02-15 18:34:35.965751
PRM_00035425,CTR_003803,2024-06-08,179.17,2024-06-13,Payé,2026-02-15 18:34:35.965801
PRM_00035426,CTR_003803,2024-07-08,179.17,2024-07-12,Payé,2026-02-15 18:34:35.965844
PRM_00035427,CTR_003803,2024-08-07,179.17,2024-08-08,Payé,2026-02-15 18:34:35.965885
PRM_00035428,CTR_003803,2024-09-06,179.17,2024-09-09,Payé,2026-02-15 18:34:35.965926
PRM_00035429,CTR_003803,2024-10-06,179.17,2024-10-06,Payé,2026-02-15 18:34:35.965969
PRM_00035430,CTR_003803,2024-11-05,179.17,2024-11-16,Retard,2026-02-15 18:34:35.966011
PRM_00035431,CTR_003803,2024-12-05,179.17,2025-01-03,Retard,2026-02-15 18:34:35.966050
PRM_00035432,CTR_003804,2024-08-25,135.06,2024-08-27,Payé,2026-02-15 18:34:35.966413
PRM_00035433,CTR_003804,2024-09-24,135.06,2024-09-25,Payé,2026-02-15 18:34:35.966461
PRM_00035434,CTR_003804,2024-10-24,135.06,2024-10-26,Payé,2026-02-15 18:34:35.966501
PRM_00035435,CTR_003804,2024-11-23,135.06,2024-11-23,Payé,2026-02-15 18:34:35.966542
PRM_00035436,CTR_003804,2024-12-23,135.06,2024-12-27,Payé,2026-02-15 18:34:35.966582
PRM_00035437,CTR_003805,2024-10-20,131.36,2024-10-21,Payé,2026-02-15 18:34:35.966946
PRM_00035438,CTR_003805,2024-11-19,131.36,2024-11-19,Payé,2026-02-15 18:34:35.966996
PRM_00035439,CTR_003805,2024-12-19,131.36,2024-12-28,Retard,2026-02-15 18:34:35.967041
PRM_00035440,CTR_003806,2024-11-13,55.0,2024-11-14,Payé,2026-02-15 18:34:35.967387
PRM_00035441,CTR_003806,2024-12-13,55.0,2024-12-14,Payé,2026-02-15 18:34:35.967435
PRM_00035442,CTR_003807,2022-06-06,128.42,2022-06-07,Payé,2026-02-15 18:34:35.967771
PRM_00035443,CTR_003807,2022-07-06,128.42,2022-08-03,Retard,2026-02-15 18:34:35.967821
PRM_00035444,CTR_003807,2022-08-05,128.42,2022-08-05,Payé,2026-02-15 18:34:35.967866
PRM_00035445,CTR_003807,2022-09-04,128.42,2022-09-09,Payé,2026-02-15 18:34:35.967907
PRM_00035446,CTR_003807,2022-10-04,128.42,2022-10-15,Retard,2026-02-15 18:34:35.967947
PRM_00035447,CTR_003807,2022-11-03,128.42,2022-11-08,Payé,2026-02-15 18:34:35.967989
PRM_00035448,CTR_003807,2022-12-03,128.42,2022-12-05,Payé,2026-02-15 18:34:35.968031
PRM_00035449,CTR_003807,2023-01-02,128.42,2023-01-03,Payé,2026-02-15 18:34:35.968073
PRM_00035450,CTR_003807,2023-02-01,128.42,2023-02-03,Payé,2026-02-15 18:34:35.968116
PRM_00035451,CTR_003807,2023-03-03,128.42,2023-03-06,Payé,2026-02-15 18:34:35.968158
PRM_00035452,CTR_003807,2023-04-02,128.42,2023-04-02,Payé,2026-02-15 18:34:35.968196
PRM_00035453,CTR_003807,2023-05-02,128.42,2023-05-05,Payé,2026-02-15 18:34:35.968239
PRM_00035454,CTR_003807,2023-06-01,128.42,2023-06-01,Payé,2026-02-15 18:34:35.968331
PRM_00035455,CTR_003807,2023-07-01,128.42,2023-07-04,Payé,2026-02-15 18:34:35.968842
PRM_00035456,CTR_003807,2023-07-31,128.42,2023-08-05,Payé,2026-02-15 18:34:35.969200
PRM_00035457,CTR_003807,2023-08-30,128.42,2023-09-01,Payé,2026-02-15 18:34:35.969449
PRM_00035458,CTR_003807,2023-09-29,128.42,2023-10-01,Payé,2026-02-15 18:34:35.969537
PRM_00035459,CTR_003807,2023-10-29,128.42,2023-10-31,Payé,2026-02-15 18:34:35.969592
PRM_00035460,CTR_003807,2023-11-28,128.42,2023-11-30,Payé,2026-02-15 18:34:35.969640
PRM_00035461,CTR_003807,2023-12-28,128.42,2023-12-31,Payé,2026-02-15 18:34:35.969711
PRM_00035462,CTR_003807,2024-01-27,128.42,2024-01-29,Payé,2026-02-15 18:34:35.969755
PRM_00035463,CTR_003807,2024-02-26,128.42,2024-02-28,Payé,2026-02-15 18:34:35.969796
PRM_00035464,CTR_003807,2024-03-27,128.42,2024-03-31,Payé,2026-02-15 18:34:35.969839
PRM_00035465,CTR_003807,2024-04-26,128.42,2024-05-01,Payé,2026-02-15 18:34:35.969881
PRM_00035466,CTR_003807,2024-05-26,128.42,2024-06-05,Retard,2026-02-15 18:34:35.970236
PRM_00035467,CTR_003808,2022-10-02,107.02,2022-10-05,Payé,2026-02-15 18:34:35.971066
PRM_00035468,CTR_003808,2022-11-01,107.02,2022-11-04,Payé,2026-02-15 18:34:35.971255
PRM_00035469,CTR_003808,2022-12-01,107.02,2022-12-01,Payé,2026-02-15 18:34:35.971471
PRM_00035470,CTR_003808,2022-12-31,107.02,2022-12-31,Payé,2026-02-15 18:34:35.971538
PRM_00035471,CTR_003808,2023-01-30,107.02,2023-02-03,Payé,2026-02-15 18:34:35.971583
PRM_00035472,CTR_003808,2023-03-01,107.02,2023-03-02,Payé,2026-02-15 18:34:35.971610
PRM_00035473,CTR_003808,2023-03-31,107.02,2023-04-02,Payé,2026-02-15 18:34:35.971632
PRM_00035474,CTR_003808,2023-04-30,107.02,2023-05-05,Payé,2026-02-15 18:34:35.971654
PRM_00035475,CTR_003808,2023-05-30,107.02,2023-05-31,Payé,2026-02-15 18:34:35.971675
PRM_00035476,CTR_003808,2023-06-29,107.02,2023-07-24,Retard,2026-02-15 18:34:35.971697
PRM_00035477,CTR_003808,2023-07-29,107.02,2023-08-01,Payé,2026-02-15 18:34:35.971760
PRM_00035478,CTR_003808,2023-08-28,107.02,2023-09-01,Payé,2026-02-15 18:34:35.971785
PRM_00035479,CTR_003808,2023-09-27,107.02,2023-09-28,Payé,2026-02-15 18:34:35.971807
PRM_00035480,CTR_003809,2024-12-19,35.79,2024-12-30,Retard,2026-02-15 18:34:35.972431
PRM_00035481,CTR_003810,2024-12-09,483.72,2024-12-17,Retard,2026-02-15 18:34:35.972806
PRM_00035482,CTR_003811,2023-03-14,115.98,2023-03-16,Payé,2026-02-15 18:34:35.973060
PRM_00035483,CTR_003811,2023-04-13,115.98,2023-04-16,Payé,2026-02-15 18:34:35.973103
PRM_00035484,CTR_003811,2023-05-13,115.98,2023-05-16,Payé,2026-02-15 18:34:35.973146
PRM_00035485,CTR_003811,2023-06-12,115.98,2023-06-12,Payé,2026-02-15 18:34:35.973187
PRM_00035486,CTR_003811,2023-07-12,115.98,2023-07-17,Payé,2026-02-15 18:34:35.973228
PRM_00035487,CTR_003811,2023-08-11,115.98,2023-09-03,Retard,2026-02-15 18:34:35.973308
PRM_00035488,CTR_003811,2023-09-10,115.98,2023-09-13,Payé,2026-02-15 18:34:35.973350
PRM_00035489,CTR_003811,2023-10-10,115.98,2023-10-13,Payé,2026-02-15 18:34:35.973392
PRM_00035490,CTR_003811,2023-11-09,115.98,2023-11-10,Payé,2026-02-15 18:34:35.973434
PRM_00035491,CTR_003811,2023-12-09,115.98,2023-12-12,Payé,2026-02-15 18:34:35.973475
PRM_00035492,CTR_003811,2024-01-08,115.98,2024-01-11,Payé,2026-02-15 18:34:35.973516
PRM_00035493,CTR_003811,2024-02-07,115.98,2024-02-12,Payé,2026-02-15 18:34:35.973557
PRM_00035494,CTR_003811,2024-03-08,115.98,2024-03-08,Payé,2026-02-15 18:34:35.973598
PRM_00035495,CTR_003811,2024-04-07,115.98,2024-04-27,Retard,2026-02-15 18:34:35.973645
PRM_00035496,CTR_003811,2024-05-07,115.98,2024-05-08,Payé,2026-02-15 18:34:35.973687
PRM_00035497,CTR_003811,2024-06-06,115.98,2024-06-07,Payé,2026-02-15 18:34:35.973723
PRM_00035498,CTR_003811,2024-07-06,115.98,2024-07-07,Payé,2026-02-15 18:34:35.973745
PRM_00035499,CTR_003811,2024-08-05,115.98,2024-08-16,Retard,2026-02-15 18:34:35.973769
PRM_00035500,CTR_003811,2024-09-04,115.98,2024-09-09,Payé,2026-02-15 18:34:35.973807
PRM_00035501,CTR_003811,2024-10-04,115.98,2024-10-09,Payé,2026-02-15 18:34:35.973847
PRM_00035502,CTR_003811,2024-11-03,115.98,2024-11-03,Payé,2026-02-15 18:34:35.973893
PRM_00035503,CTR_003811,2024-12-03,115.98,2024-12-06,Payé,2026-02-15 18:34:35.973936
PRM_00035504,CTR_003812,2023-10-29,48.12,2023-10-30,Payé,2026-02-15 18:34:35.974299
PRM_00035505,CTR_003812,2023-11-28,48.12,2023-12-12,Retard,2026-02-15 18:34:35.974355
PRM_00035506,CTR_003812,2023-12-28,48.12,2023-12-29,Payé,2026-02-15 18:34:35.974399
PRM_00035507,CTR_003812,2024-01-27,48.12,2024-01-30,Payé,2026-02-15 18:34:35.974445
PRM_00035508,CTR_003812,2024-02-26,48.12,2024-03-10,Retard,2026-02-15 18:34:35.974482
PRM_00035509,CTR_003812,2024-03-27,48.12,2024-03-31,Payé,2026-02-15 18:34:35.974524
PRM_00035510,CTR_003812,2024-04-26,48.12,2024-04-27,Payé,2026-02-15 18:34:35.974555
PRM_00035511,CTR_003812,2024-05-26,48.12,2024-05-29,Payé,2026-02-15 18:34:35.974577
PRM_00035512,CTR_003812,2024-06-25,48.12,2024-07-22,Retard,2026-02-15 18:34:35.974597
PRM_00035513,CTR_003812,2024-07-25,48.12,2024-07-26,Payé,2026-02-15 18:34:35.974618
PRM_00035514,CTR_003812,2024-08-24,48.12,2024-08-25,Payé,2026-02-15 18:34:35.974639
PRM_00035515,CTR_003812,2024-09-23,48.12,2024-09-28,Payé,2026-02-15 18:34:35.974660
PRM_00035516,CTR_003812,2024-10-23,48.12,2024-10-26,Payé,2026-02-15 18:34:35.974680
PRM_00035517,CTR_003812,2024-11-22,48.12,2024-11-26,Payé,2026-02-15 18:34:35.974702
PRM_00035518,CTR_003812,2024-12-22,48.12,2024-12-22,Payé,2026-02-15 18:34:35.974723
PRM_00035519,CTR_003813,2023-11-20,149.58,2023-11-24,Payé,2026-02-15 18:34:35.975115
PRM_00035520,CTR_003813,2023-12-20,149.58,2023-12-22,Payé,2026-02-15 18:34:35.975169
PRM_00035521,CTR_003813,2024-01-19,149.58,2024-01-22,Payé,2026-02-15 18:34:35.975212
PRM_00035522,CTR_003813,2024-02-18,149.58,2024-02-21,Payé,2026-02-15 18:34:35.975283
PRM_00035523,CTR_003813,2024-03-19,149.58,2024-03-19,Payé,2026-02-15 18:34:35.975319
PRM_00035524,CTR_003813,2024-04-18,149.58,2024-04-21,Payé,2026-02-15 18:34:35.975341
PRM_00035525,CTR_003813,2024-05-18,149.58,2024-05-18,Payé,2026-02-15 18:34:35.975362
PRM_00035526,CTR_003813,2024-06-17,149.58,2024-06-21,Payé,2026-02-15 18:34:35.975396
PRM_00035527,CTR_003813,2024-07-17,149.58,2024-07-21,Payé,2026-02-15 18:34:35.975438
PRM_00035528,CTR_003813,2024-08-16,149.58,2024-08-29,Retard,2026-02-15 18:34:35.975481
PRM_00035529,CTR_003813,2024-09-15,149.58,2024-09-16,Payé,2026-02-15 18:34:35.975522
PRM_00035530,CTR_003813,2024-10-15,149.58,2024-10-19,Payé,2026-02-15 18:34:35.975565
PRM_00035531,CTR_003813,2024-11-14,149.58,2024-11-19,Payé,2026-02-15 18:34:35.975607
PRM_00035532,CTR_003813,2024-12-14,149.58,2024-12-18,Payé,2026-02-15 18:34:35.975631
PRM_00035533,CTR_003814,2023-10-26,30.54,2023-10-31,Payé,2026-02-15 18:34:35.976110
PRM_00035534,CTR_003814,2023-11-25,30.54,2023-11-27,Payé,2026-02-15 18:34:35.976159
PRM_00035535,CTR_003814,2023-12-25,30.54,2023-12-25,Payé,2026-02-15 18:34:35.976197
PRM_00035536,CTR_003814,2024-01-24,30.54,2024-01-29,Payé,2026-02-15 18:34:35.976220
PRM_00035537,CTR_003814,2024-02-23,30.54,2024-02-27,Payé,2026-02-15 18:34:35.976248
PRM_00035538,CTR_003814,2024-03-24,30.54,2024-03-29,Payé,2026-02-15 18:34:35.976286
PRM_00035539,CTR_003814,2024-04-23,30.54,2024-04-26,Payé,2026-02-15 18:34:35.976311
PRM_00035540,CTR_003814,2024-05-23,30.54,2024-05-25,Payé,2026-02-15 18:34:35.976333
PRM_00035541,CTR_003814,2024-06-22,30.54,2024-06-27,Payé,2026-02-15 18:34:35.976356
PRM_00035542,CTR_003814,2024-07-22,30.54,2024-08-01,Retard,2026-02-15 18:34:35.976380
PRM_00035543,CTR_003814,2024-08-21,30.54,2024-08-25,Payé,2026-02-15 18:34:35.976401
PRM_00035544,CTR_003814,2024-09-20,30.54,2024-09-21,Payé,2026-02-15 18:34:35.976423
PRM_00035545,CTR_003814,2024-10-20,30.54,2024-10-20,Payé,2026-02-15 18:34:35.976444
PRM_00035546,CTR_003814,2024-11-19,30.54,2024-11-19,Payé,2026-02-15 18:34:35.976465
PRM_00035547,CTR_003814,2024-12-19,30.54,2024-12-24,Payé,2026-02-15 18:34:35.976492
